PLAYER,POS,AGE,TEAM,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,SEASON,index
Kris Humphries,PF,24,DAL,25,315,14.8,.487,.000,.383,14.0,20.5,17.3,3.6,1.2,2.6,8.8,21.5,,0.2,0.4,0.6,.097,,-2.4,-1.0,-3.4,-0.1,2009-10,KrisHumphries2009-10
Jason Kidd,PG,36,DAL,80,2881,17.2,.577,.617,.148,1.9,15.6,8.9,36.4,2.6,0.9,21.4,14.5,,4.8,4.0,8.9,.148,,2.5,1.7,4.2,4.5,2009-10,JasonKidd2009-10
Shawn Marion,SF,31,DAL,75,2385,14.7,.535,.024,.179,7.7,15.2,11.5,7.2,1.5,1.9,10.6,18.1,,2.1,2.8,5.0,.100,,-0.5,0.1,-0.5,0.9,2009-10,ShawnMarion2009-10
Eduardo Nájera,PF,33,DAL,33,481,9.1,.549,.505,.129,5.3,13.0,9.2,4.1,1.8,1.9,11.7,10.6,,0.3,0.6,0.9,.089,,-3.0,0.7,-2.3,0.0,2009-10,EduardoNájera2009-10
Dirk Nowitzki,PF,31,DAL,81,3039,22.9,.578,.081,.392,3.1,20.1,11.7,13.0,1.2,2.0,7.8,28.8,,8.4,3.9,12.3,.194,,3.7,0.5,4.2,4.7,2009-10,DirkNowitzki2009-10
Quinton Ross,SF,28,DAL,27,301,5.4,.454,.232,.143,4.2,6.0,5.1,3.3,1.2,1.0,4.8,9.6,,0.1,0.2,0.3,.043,,-4.3,0.0,-4.3,-0.2,2009-10,QuintonRoss2009-10
James Singleton,SF,28,DAL,25,211,10.2,.443,.344,.094,9.4,20.4,14.9,6.3,2.7,2.5,15.3,17.1,,-0.2,0.4,0.2,.048,,-4.4,0.9,-3.5,-0.1,2009-10,JamesSingleton2009-10
DeShawn Stevenson,SG,28,DAL,24,267,3.2,.380,.417,.167,1.7,9.3,5.6,6.2,1.0,0.3,8.5,12.1,,-0.3,0.2,-0.1,-0.015,,-5.9,-1.0,-6.9,-0.3,2009-10,DeShawnStevenson2009-10
Jason Terry,SG,32,DAL,77,2540,16.5,.552,.358,.257,0.9,5.4,3.2,18.8,1.9,0.5,8.6,23.0,,4.4,2.1,6.5,.123,,1.6,-0.1,1.5,2.2,2009-10,JasonTerry2009-10
Tim Thomas,SF,32,DAL,18,285,15.1,.579,.406,.226,5.3,11.1,8.2,8.0,1.8,0.5,10.7,21.1,,0.4,0.3,0.7,.120,,0.2,-0.5,-0.4,0.1,2009-10,TimThomas2009-10
Arron Afflalo,SG,24,DEN,82,2221,10.9,.576,.426,.168,3.1,9.9,6.5,9.3,1.0,1.0,10.5,14.0,,2.8,1.4,4.3,.092,,-0.2,-0.2,-0.4,0.9,2009-10,ArronAfflalo2009-10
Malik Allen,PF,31,DEN,51,456,5.9,.431,.052,.112,9.2,11.5,10.4,5.1,1.2,0.8,15.3,14.0,,-0.3,0.3,0.1,.009,,-4.7,-1.0,-5.7,-0.4,2009-10,MalikAllen2009-10
Chris Andersen,PF,31,DEN,76,1695,15.8,.631,.012,.940,10.1,22.7,16.4,2.8,1.3,6.3,14.3,10.8,,3.2,2.7,5.9,.166,,-0.1,1.9,1.8,1.6,2009-10,ChrisAndersen2009-10
Carmelo Anthony,SF,25,DEN,69,2634,22.2,.548,.125,.407,6.7,13.1,9.9,15.9,1.7,0.9,10.6,33.4,,5.6,2.4,7.9,.145,,3.5,-1.2,2.3,2.9,2009-10,CarmeloAnthony2009-10
Renaldo Balkman,SF,25,DEN,13,91,6.6,.339,.389,.333,5.1,23.9,14.6,10.6,4.5,1.7,22.5,13.0,,-0.2,0.2,0.0,-0.001,,-5.8,3.3,-2.4,0.0,2009-10,RenaldoBalkman2009-10
Chauncey Billups,PG,33,DEN,73,2490,20.2,.601,.423,.532,1.2,9.3,5.3,26.1,1.7,0.3,13.0,24.3,,7.7,1.7,9.5,.182,,4.5,-0.8,3.7,3.6,2009-10,ChaunceyBillups2009-10
Anthony Carter,PG,34,DEN,54,859,10.3,.482,.348,.072,2.3,9.6,6.0,26.6,2.3,1.1,23.7,12.6,,0.1,0.8,0.9,.051,,-1.7,0.9,-0.8,0.3,2009-10,AnthonyCarter2009-10
Joey Graham,SF,27,DEN,63,759,10.6,.568,.064,.361,6.0,12.7,9.3,4.5,1.5,0.7,15.5,16.2,,0.5,0.6,1.1,.072,,-2.6,-0.3,-3.0,-0.2,2009-10,JoeyGraham2009-10
Nenê Hilário,C,27,DEN,82,2755,18.9,.631,.003,.580,7.0,19.1,13.1,11.6,2.1,2.2,12.2,16.5,,7.1,3.7,10.8,.188,,1.6,1.6,3.2,3.6,2009-10,NenêHilário2009-10
Ty Lawson,PG,22,DEN,65,1318,16.4,.600,.213,.359,3.7,7.1,5.4,24.2,1.8,0.1,15.4,18.0,,2.9,0.9,3.7,.135,,1.5,-0.4,1.1,1.0,2009-10,TyLawson2009-10
Kenyon Martin,PF,32,DEN,58,1986,13.4,.481,.047,.269,8.3,23.3,15.8,8.5,1.8,2.3,11.6,17.5,,0.4,2.8,3.3,.079,,-1.4,0.5,-0.8,0.6,2009-10,KenyonMartin2009-10
Johan Petro,C,24,DEN,36,436,10.7,.553,.010,.208,8.5,25.4,17.1,4.8,1.2,2.2,17.3,13.6,,0.2,0.6,0.8,.089,,-3.9,0.2,-3.6,-0.2,2009-10,JohanPetro2009-10
J.R. Smith,SG,24,DEN,75,2082,15.0,.515,.452,.195,1.6,11.3,6.5,15.0,2.4,0.7,11.0,26.9,,0.6,2.1,2.7,.062,,0.5,-0.4,0.1,1.1,2009-10,J.R.Smith2009-10
Chucky Atkins,PG,35,DET,40,644,8.3,.477,.465,.172,0.9,4.8,2.7,21.6,1.4,0.0,15.9,14.4,,0.2,0.1,0.2,.017,,-2.9,-1.4,-4.3,-0.4,2009-10,ChuckyAtkins2009-10
Kwame Brown,C,27,DET,48,660,7.9,.470,.008,.790,9.1,24.3,16.2,5.1,1.2,1.5,20.5,14.7,,-0.6,0.5,-0.1,-0.009,,-5.0,-0.6,-5.6,-0.6,2009-10,KwameBrown2009-10
Will Bynum,PG,27,DET,63,1667,13.8,.513,.103,.333,1.6,9.2,5.2,28.2,1.8,0.4,15.8,20.1,,1.3,0.6,1.9,.054,,-1.0,-1.3,-2.2,-0.1,2009-10,WillBynum2009-10
Austin Daye,SF,21,DET,69,915,12.8,.546,.322,.190,4.2,19.8,11.5,6.3,1.5,2.4,13.1,18.5,,0.6,0.7,1.3,.067,,-1.7,-0.1,-1.8,0.1,2009-10,AustinDaye2009-10
Ben Gordon,SG,26,DET,62,1730,14.0,.534,.335,.329,1.7,7.0,4.2,16.7,1.5,0.3,12.9,24.5,,1.8,0.4,2.1,.059,,0.3,-1.8,-1.4,0.2,2009-10,BenGordon2009-10
Richard Hamilton,SG,31,DET,46,1552,14.9,.505,.192,.336,2.2,7.7,4.8,23.5,1.0,0.2,12.3,27.9,,1.2,0.1,1.4,.043,,0.6,-2.7,-2.1,0.0,2009-10,RichardHamilton2009-10
Jonas Jerebko,PF,22,DET,80,2232,13.9,.545,.191,.292,9.9,16.5,13.0,4.2,1.9,1.1,10.8,15.7,,2.9,1.5,4.4,.095,,-0.7,-0.6,-1.3,0.4,2009-10,JonasJerebko2009-10
Jason Maxiell,C,26,DET,76,1550,14.0,.531,.002,.373,11.8,20.0,15.7,4.1,1.3,2.1,12.3,16.4,,1.5,1.1,2.6,.081,,-1.4,-1.3,-2.7,-0.3,2009-10,JasonMaxiell2009-10
Tayshaun Prince,SF,29,DET,49,1664,16.0,.530,.126,.169,4.9,13.8,9.0,16.9,1.1,1.1,8.8,18.9,,2.6,0.6,3.2,.091,,1.8,-1.0,0.8,1.2,2009-10,TayshaunPrince2009-10
Rodney Stuckey,PG,23,DET,73,2499,15.6,.479,.071,.324,3.1,11.1,6.8,24.7,2.2,0.4,11.4,26.4,,1.4,1.3,2.7,.052,,0.0,-0.4,-0.4,1.0,2009-10,RodneyStuckey2009-10
DaJuan Summers,SF,22,DET,44,405,7.5,.457,.323,.292,3.9,9.9,6.7,6.3,1.1,1.5,9.8,18.5,,-0.1,0.1,0.0,.002,,-3.4,-1.8,-5.2,-0.3,2009-10,DaJuanSummers2009-10
Charlie Villanueva,PF,25,DET,78,1848,16.0,.526,.341,.157,5.2,19.6,12.0,5.2,1.4,2.5,7.7,23.9,,2.1,1.4,3.5,.092,,0.8,-0.8,0.0,0.9,2009-10,CharlieVillanueva2009-10
Ben Wallace,C,35,DET,69,1975,15.8,.526,.007,.548,14.1,23.1,18.3,8.0,2.4,3.6,15.0,10.0,,2.4,2.3,4.7,.115,,0.7,1.2,1.9,1.9,2009-10,BenWallace2009-10
Chris Wilcox,PF,27,DET,34,441,12.0,.532,.000,.433,11.4,21.4,16.1,4.9,1.6,2.3,21.0,18.9,,-0.2,0.4,0.2,.022,,-3.4,-0.4,-3.8,-0.2,2009-10,ChrisWilcox2009-10
Kelenna Azubuike,SF,26,GSW,9,231,19.8,.623,.307,.318,5.7,14.2,9.9,6.8,1.0,2.8,6.5,19.9,,0.6,0.1,0.7,.148,,3.3,-1.1,2.1,0.2,2009-10,KelennaAzubuike2009-10
Raja Bell,SG,33,GSW,1,23,20.6,.917,.500,.000,0.0,9.8,4.8,19.5,0.0,0.0,0.0,11.2,,0.1,0.0,0.1,.256,,8.0,0.7,8.7,0.1,2009-10,RajaBell2009-10
Andris Biedriņš,C,23,GSW,33,763,13.0,.561,.000,.182,9.1,29.0,18.9,10.1,1.3,4.1,17.8,10.1,,0.7,0.9,1.6,.101,,-1.9,1.7,-0.2,0.4,2009-10,AndrisBiedriņš2009-10
Stephen Curry,PG,21,GSW,80,2896,16.3,.568,.332,.175,1.8,12.0,6.8,24.6,2.5,0.5,16.5,21.8,,3.0,1.6,4.7,.077,,1.1,-0.5,0.7,2.0,2009-10,StephenCurry2009-10
Monta Ellis,SG,24,GSW,64,2647,16.7,.517,.162,.276,1.9,9.0,5.4,21.2,2.6,0.7,13.4,29.5,,0.0,1.3,1.3,.023,,0.1,-1.5,-1.4,0.4,2009-10,MontaEllis2009-10
Devean George,SF,32,GSW,45,761,11.6,.560,.597,.112,3.0,13.8,8.3,5.8,2.6,0.9,6.5,13.0,,0.8,0.5,1.3,.084,,-0.9,0.1,-0.8,0.2,2009-10,DeveanGeorge2009-10
Chris Hunter,C,25,GSW,60,783,12.2,.546,.018,.318,7.9,16.0,11.9,6.7,0.8,3.2,10.8,15.2,,0.9,0.4,1.3,.080,,-3.1,-1.0,-4.1,-0.4,2009-10,ChrisHunter2009-10
Stephen Jackson,PF,31,GSW,9,300,14.5,.499,.301,.278,2.2,10.9,6.5,21.3,2.2,1.4,14.8,25.0,,-0.1,0.2,0.0,.008,,0.2,-1.5,-1.3,0.1,2009-10,StephenJackson2009-10
Coby Karl,SF,26,GSW,4,108,7.1,.404,.344,.188,4.1,12.5,8.2,18.7,1.3,0.7,14.8,16.1,,-0.1,0.0,-0.1,-0.028,,-3.8,-0.3,-4.1,-0.1,2009-10,CobyKarl2009-10
Acie Law,PG,25,GSW,5,66,21.3,.752,.214,1.071,0.0,3.4,1.7,15.0,4.3,0.0,8.8,14.7,,0.3,0.0,0.3,.236,,1.4,1.4,2.7,0.1,2009-10,AcieLaw2009-10
Corey Maggette,PF,30,GSW,70,2081,20.3,.615,.056,.622,4.9,15.2,10.0,13.2,1.2,0.1,13.0,26.7,,5.6,0.7,6.3,.144,,2.1,-1.8,0.3,1.2,2009-10,CoreyMaggette2009-10
Cartier Martin,SF,25,GSW,10,276,7.3,.463,.352,.239,6.8,12.3,9.5,4.5,1.4,0.0,11.8,17.1,,-0.1,0.1,-0.1,-0.010,,-3.7,-1.5,-5.3,-0.2,2009-10,CartierMartin2009-10
Mikki Moore,C,34,GSW,23,406,11.2,.606,.000,.122,7.0,12.0,9.5,12.5,0.6,2.3,18.1,12.2,,0.5,0.1,0.6,.071,,-1.6,-0.3,-1.9,0.0,2009-10,MikkiMoore2009-10
Anthony Morrow,SG,24,GSW,69,2018,14.0,.597,.437,.162,3.3,11.1,7.1,7.6,1.5,0.6,10.0,17.8,,3.0,0.6,3.5,.084,,1.2,-1.5,-0.4,0.8,2009-10,AnthonyMorrow2009-10
Vladimir Radmanović,PF,29,GSW,33,758,7.9,.452,.372,.091,6.2,15.8,10.9,6.9,1.6,0.6,14.0,15.8,,-0.6,0.4,-0.2,-0.012,,-2.9,-1.3,-4.2,-0.4,2009-10,VladimirRadmanović2009-10
Anthony Randolph,C,20,GSW,33,749,18.7,.521,.016,.440,10.7,21.4,16.0,8.5,1.8,4.9,11.7,23.9,,0.7,0.8,1.5,.098,,-0.2,-0.3,-0.6,0.3,2009-10,AnthonyRandolph2009-10
Anthony Tolliver,PF,24,GSW,44,1423,13.7,.532,.337,.299,6.5,18.6,12.5,8.6,1.1,1.7,8.3,16.6,,1.8,0.8,2.5,.085,,-0.3,-1.3,-1.6,0.2,2009-10,AnthonyTolliver2009-10
Ronny Turiaf,C,27,GSW,42,872,12.6,.574,.007,.534,6.8,17.7,12.2,13.8,1.3,4.4,21.4,11.3,,0.8,0.7,1.4,.078,,-1.5,1.7,0.1,0.5,2009-10,RonnyTuriaf2009-10
C.J. Watson,PG,25,GSW,65,1788,13.8,.555,.275,.314,1.7,8.9,5.3,14.3,2.8,0.3,10.3,16.0,,2.2,0.9,3.1,.082,,-0.8,0.3,-0.4,0.7,2009-10,C.J.Watson2009-10
Reggie Williams,SF,23,GSW,24,782,16.1,.588,.325,.219,2.5,13.3,7.8,12.7,1.4,0.5,8.5,18.6,,1.5,0.3,1.7,.105,,1.2,-1.8,-0.6,0.3,2009-10,ReggieWilliams2009-10
David Andersen,C,29,HOU,63,891,12.1,.497,.229,.197,6.7,20.6,13.4,8.1,0.9,1.0,9.1,20.2,,0.4,0.9,1.3,.070,,-2.0,-0.6,-2.6,-0.1,2009-10,DavidAndersen2009-10
Trevor Ariza,SF,24,HOU,72,2629,13.3,.488,.407,.228,3.3,14.7,8.8,16.7,2.4,1.1,12.8,21.2,,0.1,3.1,3.2,.058,,-0.4,0.9,0.5,1.7,2009-10,TrevorAriza2009-10
Hilton Armstrong,C,25,HOU,9,40,1.1,.280,.059,.118,13.8,3.0,8.6,11.5,6.4,0.0,21.9,25.3,,-0.2,0.1,-0.2,-0.185,,-12.0,-0.6,-12.6,-0.1,2009-10,HiltonArmstrong2009-10
Shane Battier,SG,31,HOU,67,2168,11.1,.541,.624,.237,3.8,13.1,8.2,10.9,1.2,2.6,11.5,11.4,,2.2,2.1,4.3,.095,,0.1,1.4,1.5,1.9,2009-10,ShaneBattier2009-10
Aaron Brooks,PG,25,HOU,82,2919,16.0,.549,.394,.224,2.0,6.6,4.2,25.6,1.2,0.3,13.7,25.7,,3.9,1.6,5.5,.091,,2.3,-1.6,0.7,1.9,2009-10,AaronBrooks2009-10
Chase Budinger,SF,21,HOU,74,1488,14.1,.545,.441,.154,2.8,14.6,8.5,9.7,1.2,0.5,7.4,19.4,,1.9,1.2,3.1,.100,,1.1,-0.7,0.5,0.9,2009-10,ChaseBudinger2009-10
Will Conroy,PG,27,HOU,5,36,-2.4,.276,.300,.200,0.0,9.9,4.8,28.0,0.0,0.0,26.9,18.3,,-0.2,0.0,-0.1,-0.192,,-10.7,-2.8,-13.5,-0.1,2009-10,WillConroy2009-10
Brian Cook,PF,29,HOU,15,44,2.4,.403,.391,.304,2.5,21.6,11.7,3.7,0.0,3.3,18.7,32.2,,-0.2,0.0,-0.2,-0.191,,-8.9,-2.4,-11.3,-0.1,2009-10,BrianCook2009-10
Joey Dorsey,PF,26,HOU,7,54,11.5,.463,.000,.182,22.5,30.8,26.5,5.4,1.9,1.3,25.2,13.0,,0.0,0.1,0.1,.088,,-4.6,0.4,-4.1,0.0,2009-10,JoeyDorsey2009-10
Mike Harris,PF,26,HOU,8,82,6.4,.404,.037,.333,12.1,16.0,14.0,5.6,2.5,0.9,22.5,21.6,,-0.2,0.1,-0.1,-0.073,,-6.8,-2.0,-8.8,-0.1,2009-10,MikeHarris2009-10
Chuck Hayes,C,26,HOU,82,1773,11.7,.500,.000,.201,9.4,21.1,15.0,11.4,2.1,1.8,17.1,10.8,,1.2,2.4,3.6,.098,,-2.2,2.0,-0.2,0.8,2009-10,ChuckHayes2009-10
Jordan Hill,PF,22,HOU,23,372,15.7,.567,.000,.431,13.1,22.4,17.6,5.6,0.5,2.3,12.2,17.6,,0.6,0.4,1.0,.135,,-1.4,-1.3,-2.7,-0.1,2009-10,JordanHill2009-10
Jared Jeffries,SF,28,HOU,18,332,10.1,.459,.107,.321,10.3,12.2,11.2,8.1,1.4,2.9,12.7,14.6,,0.1,0.3,0.4,.058,,-3.7,-0.1,-3.7,-0.1,2009-10,JaredJeffries2009-10
Carl Landry,PF,26,HOU,52,1415,21.1,.621,.000,.507,9.5,13.8,11.6,5.0,1.0,2.4,11.3,23.8,,4.1,1.3,5.4,.184,,2.0,-0.1,1.9,1.4,2009-10,CarlLandry2009-10
Kyle Lowry,PG,23,HOU,68,1651,15.5,.536,.293,.560,6.1,11.2,8.6,27.7,1.9,0.4,16.7,18.6,,2.9,1.4,4.3,.126,,0.4,0.4,0.8,1.2,2009-10,KyleLowry2009-10
Kevin Martin,SG,26,HOU,24,859,17.1,.586,.282,.523,1.2,8.4,4.7,10.5,1.4,0.2,11.6,25.4,,1.8,0.5,2.3,.129,,0.3,-1.8,-1.5,0.1,2009-10,KevinMartin2009-10
Tracy McGrady,SG,30,HOU,6,46,12.4,.439,.105,.316,0.0,12.9,6.2,20.9,0.0,3.2,4.4,21.8,,0.0,0.0,0.0,.047,,-0.2,-0.3,-0.5,0.0,2009-10,TracyMcGrady2009-10
Pops Mensah-Bonsu,PF,26,HOU,4,13,15.2,.377,.000,1.500,8.5,27.5,17.6,11.0,3.9,5.6,0.0,22.6,,0.0,0.0,0.0,.108,,-3.4,4.2,0.9,0.0,2009-10,PopsMensah-Bonsu2009-10
Luis Scola,PF,29,HOU,82,2671,17.2,.550,.005,.245,7.2,23.6,15.1,11.1,1.2,0.7,11.9,22.7,,3.4,3.0,6.3,.114,,0.0,-0.3,-0.3,1.1,2009-10,LuisScola2009-10
Jermaine Taylor,SG,23,HOU,31,303,11.4,.460,.185,.387,7.7,9.8,8.7,8.4,1.7,0.7,12.0,23.1,,-0.1,0.2,0.1,.015,,-1.8,-2.1,-3.9,-0.2,2009-10,JermaineTaylor2009-10
Garrett Temple,SG,23,HOU,9,118,8.6,.569,.414,.828,1.9,12.1,6.8,8.9,1.7,2.5,26.1,20.1,,-0.1,0.1,0.0,.004,,-5.2,-0.3,-5.5,-0.1,2009-10,GarrettTemple2009-10
Travis Diener,PG,27,IND,4,25,7.9,.218,.833,.333,0.0,8.8,4.4,22.0,5.9,0.0,0.0,12.1,,0.0,0.0,0.0,-0.005,,-5.4,4.1,-1.3,0.0,2009-10,TravisDiener2009-10
Mike Dunleavy,SF,29,IND,67,1486,13.1,.531,.423,.283,1.8,15.6,8.7,11.3,1.3,0.7,10.3,20.7,,0.8,1.5,2.3,.075,,-0.5,-0.4,-0.8,0.4,2009-10,MikeDunleavy2009-10
T.J. Ford,PG,26,IND,47,1189,13.4,.507,.120,.323,3.7,10.0,6.8,24.8,1.8,0.7,15.9,21.0,,0.3,1.1,1.4,.058,,-1.4,0.0,-1.4,0.2,2009-10,T.J.Ford2009-10
Jeff Foster,C,33,IND,16,255,9.6,.490,.022,.196,14.4,20.3,17.3,12.1,0.6,1.1,21.9,11.1,,0.2,0.3,0.4,.085,,-3.4,0.2,-3.2,-0.1,2009-10,JeffFoster2009-10
Danny Granger,SF,26,IND,62,2278,19.8,.564,.385,.376,3.2,13.3,8.2,13.6,2.0,1.6,10.6,28.7,,3.5,2.7,6.2,.131,,3.1,0.0,3.1,2.9,2009-10,DannyGranger2009-10
Tyler Hansbrough,PF,24,IND,29,511,14.6,.448,.018,.502,12.7,16.8,14.7,9.0,1.6,1.1,7.1,25.5,,0.1,0.6,0.7,.070,,-2.2,-1.2,-3.3,-0.2,2009-10,TylerHansbrough2009-10
Luther Head,SG,27,IND,47,813,11.5,.530,.338,.186,0.8,10.0,5.4,14.8,1.1,0.8,13.8,21.2,,-0.1,0.6,0.6,.034,,-1.5,-0.9,-2.4,-0.1,2009-10,LutherHead2009-10
Roy Hibbert,C,23,IND,81,2035,16.2,.537,.008,.286,9.4,15.5,12.4,13.5,0.7,4.6,14.1,22.2,,1.6,2.5,4.1,.098,,-1.5,0.6,-0.9,0.6,2009-10,RoyHibbert2009-10
Dahntay Jones,SF,29,IND,76,1892,10.8,.527,.051,.413,2.7,10.5,6.6,12.9,1.0,1.5,14.9,20.1,,0.1,1.6,1.8,.045,,-3.3,-0.4,-3.6,-0.8,2009-10,DahntayJones2009-10
Solomon Jones,C,25,IND,52,675,9.9,.499,.017,.403,8.2,15.1,11.6,7.3,1.0,3.9,16.2,16.1,,0.0,0.8,0.8,.058,,-5.0,0.8,-4.2,-0.4,2009-10,SolomonJones2009-10
Josh McRoberts,C,22,IND,42,524,14.8,.550,.158,.260,8.3,18.2,13.2,13.5,1.6,2.2,10.5,15.3,,0.8,0.7,1.5,.134,,-1.1,0.9,-0.2,0.2,2009-10,JoshMcRoberts2009-10
Troy Murphy,PF,29,IND,72,2344,18.0,.585,.410,.237,6.0,28.5,17.2,10.6,1.5,1.0,10.0,18.8,,4.1,3.7,7.8,.159,,2.4,0.6,2.9,2.9,2009-10,TroyMurphy2009-10
A.J. Price,PG,23,IND,56,865,14.0,.530,.492,.212,1.5,9.7,5.6,20.5,2.0,0.2,13.2,22.7,,0.4,0.8,1.2,.065,,-0.1,-0.4,-0.5,0.3,2009-10,A.J.Price2009-10
Brandon Rush,SG,24,IND,82,2491,9.6,.522,.430,.127,1.8,13.5,7.6,6.9,1.1,1.9,11.1,14.8,,0.0,2.5,2.5,.047,,-1.5,0.1,-1.3,0.4,2009-10,BrandonRush2009-10
Earl Watson,PG,30,IND,79,2322,10.9,.517,.351,.323,2.5,8.8,5.6,25.6,2.2,0.5,22.6,14.7,,0.3,2.3,2.6,.055,,-2.6,0.3,-2.3,-0.2,2009-10,EarlWatson2009-10
Steve Blake,PG,29,LAC,29,762,12.3,.569,.521,.096,0.9,9.6,5.2,34.9,1.4,0.4,26.6,14.1,,0.6,0.3,0.9,.058,,-0.5,-1.3,-1.8,0.0,2009-10,SteveBlake2009-10
Bobby Brown,PG,25,LAC,23,191,8.2,.397,.376,.082,4.8,7.3,6.1,35.7,1.6,0.0,20.0,26.1,,-0.4,0.1,-0.4,-0.092,,-2.8,-3.4,-6.2,-0.2,2009-10,BobbyBrown2009-10
Rasual Butler,SF,30,LAC,82,2702,10.7,.524,.497,.167,1.7,8.7,5.1,6.8,0.7,1.9,7.8,17.0,,1.8,0.9,2.7,.048,,-0.8,-1.1,-1.9,0.1,2009-10,RasualButler2009-10
Marcus Camby,PF,35,LAC,51,1596,18.3,.497,.017,.256,12.0,32.9,22.4,14.4,2.2,4.6,13.9,13.0,,1.7,2.8,4.6,.137,,0.8,2.7,3.5,2.2,2009-10,MarcusCamby2009-10
Mardy Collins,SG,25,LAC,43,470,5.7,.404,.133,.164,3.2,9.2,6.2,14.1,2.5,0.2,18.9,16.3,,-0.8,0.3,-0.5,-0.049,,-6.3,0.5,-5.8,-0.4,2009-10,MardyCollins2009-10
JamesOn Curry,PG,24,LAC,1,0,,,,,,,,,,,,,,0.0,0.0,0.0,,,-6.4,-0.6,-7.0,0.0,2009-10,JamesOnCurry2009-10
Baron Davis,PG,30,LAC,75,2523,17.4,.501,.292,.287,2.4,9.9,6.1,39.6,2.6,1.3,15.6,24.3,,2.5,2.1,4.5,.086,,1.5,0.0,1.5,2.2,2009-10,BaronDavis2009-10
Ricky Davis,SF,30,LAC,36,499,8.5,.504,.294,.217,2.3,11.0,6.6,12.3,1.1,0.4,15.6,16.8,,-0.1,0.2,0.1,.005,,-3.0,-0.9,-4.0,-0.2,2009-10,RickyDavis2009-10
Drew Gooden,PF,28,LAC,24,725,18.0,.572,.008,.380,13.4,22.8,18.1,5.0,1.1,0.8,14.3,22.6,,1.1,0.6,1.7,.114,,-0.2,-1.7,-1.9,0.0,2009-10,DrewGooden2009-10
Eric Gordon,SG,21,LAC,62,2229,14.1,.571,.409,.381,1.3,7.1,4.2,13.8,1.6,0.5,13.6,21.5,,2.3,0.9,3.2,.069,,0.1,-1.0,-0.9,0.6,2009-10,EricGordon2009-10
DeAndre Jordan,C,21,LAC,70,1137,12.7,.571,.008,.538,12.4,23.6,17.9,2.9,0.7,4.0,20.3,14.7,,0.2,1.2,1.5,.061,,-3.5,-0.3,-3.8,-0.5,2009-10,DeAndreJordan2009-10
Chris Kaman,C,27,LAC,76,2608,16.5,.527,.005,.255,8.1,23.2,15.6,8.6,0.7,2.7,14.3,27.1,,0.0,2.4,2.4,.044,,-1.4,-1.1,-2.5,-0.3,2009-10,ChrisKaman2009-10
Steve Novak,SF,26,LAC,54,362,8.3,.505,.657,.083,0.3,10.3,5.3,2.6,1.0,0.4,1.8,14.2,,0.2,0.1,0.3,.043,,-2.4,-1.3,-3.7,-0.2,2009-10,SteveNovak2009-10
Travis Outlaw,SF,25,LAC,23,499,12.6,.512,.411,.194,4.6,14.7,9.6,8.4,1.1,1.3,9.3,19.5,,0.3,0.3,0.6,.058,,-0.3,-1.2,-1.5,0.1,2009-10,TravisOutlaw2009-10
Kareem Rush,SG,29,LAC,7,58,4.8,.409,.273,.000,2.0,10.0,6.0,10.0,1.8,3.8,21.4,10.9,,-0.1,0.1,0.0,-0.019,,-5.3,1.8,-3.5,0.0,2009-10,KareemRush2009-10
Brian Skinner,PF,33,LAC,16,123,5.5,.456,.000,.320,8.4,17.1,12.7,0.0,1.3,2.4,19.7,13.1,,-0.1,0.1,0.0,-0.006,,-6.5,-0.6,-7.2,-0.2,2009-10,BrianSkinner2009-10
Craig Smith,PF,26,LAC,75,1232,16.9,.599,.013,.524,9.1,18.0,13.5,11.8,1.4,1.5,15.3,21.2,,2.0,1.0,3.0,.117,,-0.9,0.1,-0.8,0.4,2009-10,CraigSmith2009-10
Sebastian Telfair,PG,24,LAC,39,582,9.8,.470,.283,.187,1.0,7.2,4.1,30.3,2.0,0.6,19.7,17.4,,-0.1,0.3,0.2,.015,,-3.5,-0.8,-4.3,-0.3,2009-10,SebastianTelfair2009-10
Al Thornton,SF,26,LAC,51,1405,11.6,.526,.030,.302,7.0,8.9,7.9,7.2,0.9,1.2,11.2,18.9,,1.0,0.5,1.5,.050,,-2.2,-1.4,-3.7,-0.6,2009-10,AlThornton2009-10
Shannon Brown,SG,24,LAL,82,1700,12.4,.517,.319,.204,2.0,10.0,6.0,9.9,1.7,1.4,9.4,18.8,,1.1,2.3,3.4,.096,,-1.2,0.8,-0.4,0.7,2009-10,ShannonBrown2009-10
Kobe Bryant,SG,31,LAL,73,2835,21.9,.545,.192,.345,3.1,12.2,7.7,23.8,2.1,0.5,11.4,32.3,,5.4,4.0,9.4,.160,,3.9,0.2,4.1,4.4,2009-10,KobeBryant2009-10
Andrew Bynum,C,22,LAL,65,1977,20.2,.608,.001,.379,10.1,20.4,15.3,5.8,0.9,3.6,12.5,20.8,,4.4,3.4,7.8,.188,,1.1,0.4,1.5,1.8,2009-10,AndrewBynum2009-10
Jordan Farmar,PG,23,LAL,82,1474,12.3,.535,.445,.165,1.1,8.8,5.0,13.4,1.8,0.6,11.5,19.0,,1.0,1.8,2.8,.093,,-0.8,0.5,-0.4,0.6,2009-10,JordanFarmar2009-10
