,PLAYER,POS,AGE,TEAM,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg,SEASON,index
3598,Elfrid Payton,PG,21,ORL,73,69,2145,7.4,17.0,.436,0.7,2.1,.326,6.7,14.9,.451,2.6,4.4,.589,1.8,4.3,6.1,10.9,2.1,0.5,4.1,3.7,18.1,,100,108,2015-16,ElfridPayton2015-16
3599,Jason Smith,C,29,ORL,76,2,1181,10.3,21.3,.485,0.2,0.7,.250,10.2,20.6,.493,2.3,2.8,.806,2.2,7.0,9.3,2.6,1.4,2.8,2.4,6.9,23.1,,100,105,2015-16,JasonSmith2015-16
3600,Nikola Vučević,C,25,ORL,65,60,2037,13.1,25.7,.510,0.0,0.2,.222,13.0,25.5,.512,2.8,3.7,.753,4.3,9.9,14.1,4.4,1.3,1.7,3.0,4.2,29.0,,106,105,2015-16,NikolaVučević2015-16
3601,C.J. Watson,PG,31,ORL,33,2,656,3.6,10.4,.343,1.1,3.7,.292,2.5,6.8,.371,2.6,3.0,.872,0.8,4.3,5.0,6.7,1.4,0.4,1.9,3.7,10.8,,102,110,2015-16,C.J.Watson2015-16
3602,Elton Brand,C,36,PHI,17,1,225,6.8,15.7,.431,0.0,0.2,.000,6.8,15.5,.437,1.7,2.0,.889,2.0,11.8,13.7,3.9,2.0,1.7,2.4,7.0,15.2,,93,105,2015-16,EltonBrand2015-16
3603,Isaiah Canaan,SG,24,PHI,77,39,1966,6.5,18.0,.360,4.4,12.1,.363,2.1,5.9,.354,3.7,4.5,.833,0.5,3.8,4.3,3.4,1.4,0.3,2.3,3.3,21.1,,102,113,2015-16,IsaiahCanaan2015-16
3604,Robert Covington,SF,25,PHI,67,49,1903,7.1,18.3,.385,4.4,12.4,.353,2.7,5.9,.452,3.6,4.6,.791,1.7,9.1,10.8,2.5,2.7,1.0,3.7,6.0,22.1,,97,106,2015-16,RobertCovington2015-16
3605,Jerami Grant,PF,21,PHI,77,52,2066,6.0,14.2,.419,0.8,3.5,.240,5.1,10.7,.477,5.0,7.6,.658,2.3,6.2,8.6,3.2,1.3,3.0,2.6,5.1,17.8,,100,108,2015-16,JeramiGrant2015-16
3606,Richaun Holmes,PF,22,PHI,51,1,702,8.0,15.5,.514,0.6,3.1,.182,7.4,12.4,.596,3.6,5.2,.689,4.3,5.1,9.4,2.3,1.3,2.8,2.2,6.4,20.0,,111,109,2015-16,RichaunHolmes2015-16
3607,Carl Landry,PF,32,PHI,36,12,569,12.0,21.5,.556,0.5,1.1,.462,11.5,20.4,.561,5.8,7.8,.736,4.2,8.4,12.6,2.8,1.0,0.8,1.9,5.9,30.2,,120,110,2015-16,CarlLandry2015-16
3608,Kendall Marshall,PG,24,PHI,30,6,400,5.3,14.5,.364,2.0,6.0,.327,3.3,8.5,.391,1.1,1.6,.692,0.2,3.2,3.4,8.9,2.0,0.2,5.3,3.7,13.6,,84,112,2015-16,KendallMarshall2015-16
3609,T.J. McConnell,PG,23,PHI,81,17,1606,6.7,14.2,.470,0.9,2.7,.348,5.7,11.4,.499,0.8,1.3,.634,1.3,6.3,7.6,11.2,2.9,0.3,4.3,3.5,15.0,,101,108,2015-16,T.J.McConnell2015-16
3610,Nerlens Noel,C,21,PHI,67,62,1965,7.6,14.6,.521,0.0,0.0,.500,7.6,14.6,.521,3.3,5.7,.590,3.8,9.7,13.5,3.0,2.9,2.5,3.9,4.8,18.6,,99,103,2015-16,NerlensNoel2015-16
3611,Jahlil Okafor,C,20,PHI,53,48,1591,12.2,24.1,.508,0.0,0.2,.167,12.2,23.9,.511,4.1,6.0,.686,3.8,7.7,11.5,2.0,0.7,1.9,3.8,4.3,28.6,,99,110,2015-16,JahlilOkafor2015-16
3612,Phil Pressey,PG,24,PHI,14,0,170,6.1,15.9,.382,1.2,3.7,.308,4.9,12.1,.405,2.6,5.2,.500,0.0,6.6,6.6,13.3,3.2,0.3,5.5,4.0,15.9,,89,107,2015-16,PhilPressey2015-16
3613,JaKarr Sampson,SF,22,PHI,47,18,691,6.1,14.3,.426,0.4,2.4,.176,5.7,11.9,.476,4.4,6.9,.639,2.1,7.0,9.1,2.1,0.8,1.1,3.6,6.5,17.0,,90,111,2015-16,JaKarrSampson2015-16
3614,Ish Smith,PG,27,PHI,50,50,1622,9.0,22.3,.405,1.4,4.1,.336,7.6,18.2,.420,2.7,4.0,.669,0.9,5.6,6.4,10.5,1.9,0.5,3.9,2.9,22.1,,96,110,2015-16,IshSmith2015-16
3615,Nik Stauskas,SG,22,PHI,73,35,1809,5.7,14.8,.385,2.9,8.8,.326,2.8,6.0,.473,2.5,3.2,.771,0.6,4.3,5.0,3.7,1.2,0.5,2.5,3.1,16.7,,98,113,2015-16,NikStauskas2015-16
3616,Hollis Thompson,SG,24,PHI,77,17,2154,6.1,15.5,.397,3.4,8.9,.380,2.8,6.6,.420,1.6,2.2,.719,1.2,5.0,6.2,2.3,0.8,0.5,1.7,4.3,17.2,,101,113,2015-16,HollisThompson2015-16
3617,Sonny Weems,SF,29,PHI,7,0,78,4.4,13.2,.333,1.3,5.7,.222,3.1,7.5,.417,0.6,1.3,.500,0.6,6.9,7.5,1.3,0.0,0.0,2.5,4.4,10.7,,71,114,2015-16,SonnyWeems2015-16
3618,Christian Wood,PF,20,PHI,17,0,145,7.4,17.9,.415,1.4,3.7,.364,6.1,14.2,.429,4.4,7.1,.619,4.4,8.4,12.8,1.0,1.7,2.4,0.7,3.7,20.6,,107,107,2015-16,ChristianWood2015-16
3619,Tony Wroten,PG,22,PHI,8,3,144,7.5,22.1,.338,1.0,5.8,.176,6.5,16.3,.396,6.8,12.6,.541,0.7,6.5,7.1,6.8,1.0,0.0,9.9,3.7,22.8,,70,112,2015-16,TonyWroten2015-16
3620,Eric Bledsoe,PG,26,PHO,31,31,1059,10.3,22.6,.453,2.2,5.9,.372,8.1,16.7,.482,6.3,7.9,.802,0.8,4.9,5.8,8.7,2.9,0.9,5.1,3.5,29.1,,107,107,2015-16,EricBledsoe2015-16
3621,Devin Booker,SG,19,PHO,76,51,2108,8.5,20.0,.423,2.3,6.7,.343,6.2,13.4,.464,5.0,5.9,.840,0.6,3.7,4.3,4.6,1.0,0.5,3.7,5.2,24.2,,102,112,2015-16,DevinBooker2015-16
3622,Lorenzo Brown,PG,25,PHO,8,0,61,6.4,20.0,.320,0.8,6.4,.125,5.6,13.6,.412,2.4,3.2,.750,0.0,5.6,5.6,8.8,2.4,0.8,7.2,3.2,16.0,,72,108,2015-16,LorenzoBrown2015-16
3623,Chase Budinger,SF,27,PHO,17,0,200,5.6,11.0,.511,1.0,4.1,.235,4.6,6.8,.679,1.2,1.9,.625,2.9,4.1,7.1,3.7,0.7,0.2,3.2,3.9,13.4,,104,113,2015-16,ChaseBudinger2015-16
3624,Tyson Chandler,C,33,PHO,66,60,1618,5.5,9.5,.583,0.0,0.0,.000,5.5,9.4,.585,3.2,5.1,.620,5.3,12.1,17.3,1.9,1.1,1.3,2.8,4.4,14.2,,114,107,2015-16,TysonChandler2015-16
3625,Bryce Cotton,PG,23,PHO,3,0,33,3.0,11.8,.250,0.0,4.4,.000,3.0,7.4,.400,0.0,0.0,,0.0,0.0,0.0,4.4,4.4,0.0,7.4,3.0,5.9,,43,108,2015-16,BryceCotton2015-16
3626,Archie Goodwin,PG,21,PHO,57,13,1114,7.7,18.5,.417,1.0,4.3,.232,6.7,14.1,.474,5.7,8.4,.674,1.2,5.0,6.2,5.2,1.2,0.6,4.4,3.7,22.1,,95,111,2015-16,ArchieGoodwin2015-16
3627,Kris Humphries,PF,30,PHO,4,3,74,6.6,23.7,.278,2.0,6.6,.300,4.6,17.1,.269,4.0,5.3,.750,7.2,13.8,21.1,4.6,2.0,1.3,2.6,5.3,19.1,,91,104,2015-16,KrisHumphries2015-16
3628,Cory Jefferson,PF,25,PHO,8,0,50,8.8,21.4,.409,0.0,1.0,.000,8.8,20.5,.429,3.9,5.8,.667,5.8,9.7,15.6,0.0,0.0,1.0,0.0,7.8,21.4,,105,110,2015-16,CoryJefferson2015-16
3629,John Jenkins,SG,24,PHO,22,2,287,7.1,15.3,.467,2.2,5.4,.406,4.9,9.8,.500,2.0,2.5,.800,0.7,5.3,5.9,4.4,0.8,0.2,2.7,1.9,18.5,,107,112,2015-16,JohnJenkins2015-16
3630,Orlando Johnson,SG,26,PHO,2,0,47,5.2,17.6,.294,1.0,5.2,.200,4.1,12.4,.333,5.2,6.2,.833,3.1,6.2,9.3,0.0,2.1,3.1,1.0,5.2,16.6,,92,105,2015-16,OrlandoJohnson2015-16
3631,Brandon Knight,SG,24,PHO,52,50,1870,9.7,23.3,.415,3.1,9.1,.342,6.5,14.2,.461,4.1,4.8,.852,0.9,4.3,5.3,6.9,1.6,0.5,4.6,3.2,26.5,,100,111,2015-16,BrandonKnight2015-16
3632,Alex Len,C,22,PHO,78,46,1821,7.1,16.7,.423,0.0,0.2,.143,7.0,16.5,.426,4.7,6.4,.728,4.8,11.1,15.9,2.6,1.0,1.7,3.9,6.2,18.8,,96,107,2015-16,AlexLen2015-16
3633,Jon Leuer,PF,26,PHO,67,27,1255,8.7,18.1,.481,1.6,4.3,.382,7.1,13.8,.511,3.0,3.9,.762,3.0,11.5,14.5,2.8,1.5,1.2,2.9,4.9,22.0,,107,106,2015-16,JonLeuer2015-16
3634,Jordan McRae,PG,24,PHO,7,0,82,6.5,15.4,.423,1.8,6.5,.273,4.8,8.9,.533,7.1,8.9,.800,1.2,3.6,4.8,5.9,1.8,0.0,3.6,4.2,22.0,,111,111,2015-16,JordanMcRae2015-16
3635,Markieff Morris,PF,26,PHO,37,24,917,9.1,22.9,.397,1.2,4.0,.289,7.9,18.9,.420,3.5,4.9,.717,2.3,8.0,10.3,4.6,1.8,0.9,4.8,5.5,22.8,,89,108,2015-16,MarkieffMorris2015-16
3636,Phil Pressey,PG,24,PHO,9,0,113,3.9,9.9,.391,0.0,2.2,.000,3.9,7.8,.500,1.7,3.0,.571,1.3,2.2,3.4,12.5,3.0,1.3,6.0,6.0,9.5,,86,108,2015-16,PhilPressey2015-16
3637,Ronnie Price,PG,32,PHO,62,18,1211,4.7,12.1,.384,2.7,7.9,.347,1.9,4.3,.453,1.2,1.6,.756,1.0,3.0,4.0,5.9,3.0,0.5,2.8,6.5,13.3,,102,108,2015-16,RonniePrice2015-16
3638,Mirza Teletović,PF,30,PHO,79,1,1686,9.6,22.5,.427,5.2,13.3,.393,4.4,9.2,.476,3.5,4.5,.774,1.6,7.1,8.7,2.6,0.9,0.6,2.4,4.6,27.9,,111,110,2015-16,MirzaTeletović2015-16
3639,P.J. Tucker,SF,30,PHO,82,80,2540,4.6,11.2,.411,1.3,4.0,.330,3.3,7.2,.455,2.0,2.7,.746,3.2,6.7,9.8,3.4,2.0,0.4,2.1,3.9,12.5,,105,109,2015-16,P.J.Tucker2015-16
3640,T.J. Warren,SF,22,PHO,47,4,1070,10.1,20.1,.501,1.3,3.2,.400,8.8,16.9,.520,2.0,2.9,.703,2.6,4.1,6.7,2.0,1.7,0.7,1.5,4.3,23.4,,112,110,2015-16,T.J.Warren2015-16
3641,Sonny Weems,SG,29,PHO,36,0,421,4.1,10.3,.393,1.5,3.7,.406,2.5,6.6,.386,0.8,1.5,.538,0.7,4.1,4.7,5.4,1.2,0.1,4.3,4.6,10.4,,84,112,2015-16,SonnyWeems2015-16
3642,Alan Williams,PF,23,PHO,10,0,68,7.2,17.2,.417,0.0,0.0,,7.2,17.2,.417,6.4,10.0,.643,10.0,17.2,27.2,3.6,2.9,3.6,4.3,10.7,20.8,,103,97,2015-16,AlanWilliams2015-16
3643,Cliff Alexander,PF,20,POR,8,0,36,6.9,13.9,.500,0.0,0.0,,6.9,13.9,.500,0.0,0.0,,2.8,5.6,8.3,0.0,1.4,2.8,1.4,1.4,13.9,,100,107,2015-16,CliffAlexander2015-16
3644,Al-Farouq Aminu,SF,25,POR,82,82,2341,6.4,15.4,.416,2.7,7.5,.361,3.7,7.9,.468,2.5,3.3,.737,2.1,8.6,10.7,2.9,1.5,1.1,2.6,3.7,17.9,,105,107,2015-16,Al-FarouqAminu2015-16
3645,Pat Connaughton,SG,23,POR,34,0,143,4.5,17.1,.265,1.7,7.3,.238,2.8,9.8,.286,1.7,1.7,1.000,3.8,7.3,11.2,3.5,0.7,0.0,3.5,2.1,12.6,,80,111,2015-16,PatConnaughton2015-16
3646,Allen Crabbe,SG,23,POR,81,8,2105,7.4,16.1,.459,2.7,6.8,.393,4.7,9.3,.506,2.3,2.7,.867,0.6,4.5,5.1,2.4,1.5,0.4,1.5,4.6,19.8,,114,110,2015-16,AllenCrabbe2015-16
3647,Ed Davis,PF,26,POR,81,0,1684,6.1,10.0,.611,0.0,0.0,,6.1,10.0,.611,3.4,6.1,.559,6.7,11.1,17.8,2.6,1.7,2.1,1.9,6.0,15.6,,128,104,2015-16,EdDavis2015-16
3648,Tim Frazier,PG,25,POR,35,1,272,3.7,11.0,.333,0.6,3.1,.176,3.1,7.9,.395,1.5,2.8,.533,2.0,5.1,7.2,7.7,1.8,0.2,5.0,5.7,9.4,,81,109,2015-16,TimFrazier2015-16
3649,Maurice Harkless,SF,22,POR,78,14,1457,6.7,14.1,.474,1.3,4.8,.279,5.4,9.3,.576,2.4,3.8,.622,3.5,6.1,9.6,2.3,1.7,1.2,2.1,4.3,17.1,,110,108,2015-16,MauriceHarkless2015-16
3650,Gerald Henderson,SG,28,POR,72,0,1431,8.1,18.5,.439,1.7,4.8,.353,6.4,13.7,.468,3.9,5.1,.767,1.0,6.3,7.4,2.6,1.4,0.7,2.4,3.0,21.8,,104,109,2015-16,GeraldHenderson2015-16
3651,Chris Kaman,C,33,POR,16,2,112,8.9,19.2,.465,0.4,1.8,.250,8.5,17.4,.487,1.3,1.3,1.000,3.1,7.6,10.7,4.9,0.4,0.4,3.6,6.7,19.6,,100,110,2015-16,ChrisKaman2015-16
3652,Meyers Leonard,PF,23,POR,61,10,1333,7.3,16.3,.448,3.2,8.6,.377,4.1,7.8,.527,1.3,1.7,.761,1.9,9.9,11.8,3.5,0.3,0.7,2.9,6.9,19.2,,107,109,2015-16,MeyersLeonard2015-16
3653,Damian Lillard,PG,25,POR,75,75,2676,11.5,27.5,.419,4.3,11.4,.375,7.3,16.1,.450,7.7,8.7,.892,0.8,4.8,5.6,9.6,1.2,0.5,4.5,3.1,35.1,,113,110,2015-16,DamianLillard2015-16
3654,CJ McCollum,SG,24,POR,80,80,2780,11.5,25.7,.448,3.5,8.5,.417,8.0,17.3,.463,3.4,4.1,.827,0.8,3.8,4.7,6.1,1.7,0.4,3.5,3.4,30.0,,108,110,2015-16,CJMcCollum2015-16
3655,Luis Montero,SG,22,POR,12,0,42,6.0,22.6,.263,1.2,10.7,.111,4.8,11.9,.400,3.6,4.8,.750,0.0,4.8,4.8,1.2,0.0,0.0,4.8,1.2,16.7,,63,114,2015-16,LuisMontero2015-16
3656,Mason Plumlee,C,25,POR,82,82,2084,6.4,12.4,.516,0.0,0.1,.000,6.4,12.3,.520,5.2,8.0,.642,4.8,10.2,15.1,5.4,1.6,2.0,3.7,6.1,18.0,,112,104,2015-16,MasonPlumlee2015-16
3657,Brian Roberts,PG,30,POR,21,0,137,8.4,18.3,.460,2.2,5.5,.400,6.2,12.8,.486,2.9,3.7,.800,0.7,3.7,4.4,5.8,1.1,0.4,2.6,4.4,21.9,,111,111,2015-16,BrianRoberts2015-16
3658,Noah Vonleh,PF,20,POR,78,56,1174,5.0,11.8,.421,0.5,2.0,.239,4.5,9.9,.457,1.6,2.2,.745,3.9,9.1,13.0,1.3,1.2,1.1,2.1,6.5,12.1,,98,107,2015-16,NoahVonleh2015-16
3659,Quincy Acy,PF,25,SAC,59,29,876,6.5,11.7,.556,1.0,2.7,.388,5.5,9.0,.606,2.7,3.7,.735,3.6,6.7,10.3,1.5,1.6,1.3,1.5,5.6,16.8,,124,108,2015-16,QuincyAcy2015-16
3660,James Anderson,SG,26,SAC,51,15,721,4.5,11.9,.376,1.5,5.7,.267,2.9,6.1,.478,1.5,1.9,.759,0.9,4.9,5.7,2.7,1.4,0.9,2.8,3.6,11.9,,87,111,2015-16,JamesAnderson2015-16
3661,Marco Belinelli,SG,29,SAC,68,7,1672,7.0,18.2,.386,2.6,8.5,.306,4.4,9.7,.456,3.3,4.0,.833,0.3,3.1,3.4,3.6,1.1,0.1,2.3,2.6,20.0,,99,113,2015-16,MarcoBelinelli2015-16
3662,Caron Butler,SF,35,SAC,17,1,176,6.8,16.1,.424,0.8,4.9,.167,6.0,11.2,.537,2.7,3.3,.833,1.4,4.6,6.0,2.7,2.5,0.3,0.8,5.2,17.2,,106,109,2015-16,CaronButler2015-16
3663,Omri Casspi,PF,27,SAC,69,21,1880,7.6,15.9,.481,2.9,7.0,.409,4.8,8.9,.537,2.6,4.1,.648,1.5,9.0,10.5,2.4,1.4,0.4,2.4,3.9,20.8,,109,108,2015-16,OmriCasspi2015-16
3664,Willie Cauley-Stein,C,22,SAC,66,39,1412,6.5,11.5,.563,0.0,0.1,.000,6.5,11.5,.567,2.8,4.3,.648,4.6,7.4,12.0,1.3,1.6,2.2,1.6,5.0,15.7,,119,107,2015-16,WillieCauley-Stein2015-16
3665,Darren Collison,PG,28,SAC,74,15,2219,8.2,16.8,.486,1.9,4.7,.401,6.3,12.1,.519,4.2,4.9,.858,0.6,3.1,3.7,6.9,1.6,0.1,2.8,3.1,22.4,,115,112,2015-16,DarrenCollison2015-16
3666,DeMarcus Cousins,C,25,SAC,65,65,2246,12.9,28.5,.451,1.5,4.5,.333,11.4,24.0,.473,10.2,14.2,.718,3.4,12.6,16.0,4.6,2.2,2.0,5.3,5.0,37.4,,103,103,2015-16,DeMarcusCousins2015-16
3667,Seth Curry,PG,25,SAC,44,9,692,7.1,15.5,.455,3.5,7.7,.450,3.6,7.8,.460,3.1,3.7,.833,0.6,3.5,4.2,4.6,1.5,0.2,2.5,2.8,20.7,,114,112,2015-16,SethCurry2015-16
3668,Duje Dukan,SF,24,SAC,1,0,24,4.0,20.0,.200,4.0,10.0,.400,0.0,10.0,.000,0.0,0.0,,4.0,4.0,8.0,2.0,2.0,0.0,0.0,4.0,12.0,,82,111,2015-16,DujeDukan2015-16
3669,Rudy Gay,SF,29,SAC,70,70,2379,9.4,20.3,.463,1.5,4.3,.344,7.9,16.0,.495,4.0,5.1,.780,2.1,7.1,9.2,2.4,2.0,1.0,2.8,3.7,24.3,,104,108,2015-16,RudyGay2015-16
3670,Kosta Koufos,C,26,SAC,78,14,1482,7.6,14.4,.532,0.0,0.0,,7.6,14.4,.532,1.8,3.4,.548,5.5,8.2,13.7,1.1,1.3,2.3,1.6,6.0,17.1,,113,107,2015-16,KostaKoufos2015-16
3671,Ben McLemore,SG,22,SAC,68,53,1443,6.5,15.1,.429,2.2,6.2,.362,4.3,9.0,.474,2.5,3.4,.718,1.1,3.8,4.9,2.6,1.7,0.3,3.3,4.7,17.7,,95,111,2015-16,BenMcLemore2015-16
3672,Eric Moreland,PF,24,SAC,8,0,48,3.0,6.0,.500,0.0,0.0,,3.0,6.0,.500,2.0,4.0,.500,3.0,8.0,11.0,1.0,0.0,4.0,3.0,4.0,8.0,,89,108,2015-16,EricMoreland2015-16
3673,Rajon Rondo,PG,29,SAC,72,72,2537,6.7,14.8,.454,1.2,3.2,.365,5.5,11.6,.479,1.6,2.8,.580,1.5,6.8,8.2,15.9,2.7,0.2,5.3,3.3,16.3,,105,107,2015-16,RajonRondo2015-16
3674,LaMarcus Aldridge,PF,30,SAS,74,74,2261,12.1,23.7,.513,0.0,0.4,.000,12.1,23.3,.521,5.9,6.8,.858,4.0,10.3,14.3,2.5,0.9,1.8,2.2,3.4,30.1,,114,99,2015-16,LaMarcusAldridge2015-16
3675,Kyle Anderson,SF,22,SAS,78,11,1245,5.7,12.1,.468,0.5,1.5,.324,5.2,10.6,.488,2.5,3.4,.747,1.0,9.0,10.0,5.1,2.5,1.2,2.4,4.0,14.4,,104,97,2015-16,KyleAnderson2015-16
3676,Matt Bonner,C,35,SAS,30,2,206,7.2,14.2,.509,3.7,8.4,.441,3.5,5.7,.609,0.7,1.0,.750,0.7,6.0,6.7,2.2,1.5,0.2,0.7,4.0,18.9,,126,102,2015-16,MattBonner2015-16
3677,Rasual Butler,SF,36,SAS,46,0,432,5.8,12.3,.471,1.8,5.8,.306,4.0,6.5,.618,1.3,1.9,.688,0.4,6.3,6.6,2.8,1.5,2.7,0.9,1.3,14.7,,112,98,2015-16,RasualButler2015-16
3678,Boris Diaw,PF,33,SAS,76,4,1386,7.5,14.1,.527,0.9,2.5,.362,6.5,11.6,.564,2.1,2.8,.737,2.1,6.5,8.6,6.5,1.0,0.8,3.6,3.8,17.9,,109,102,2015-16,BorisDiaw2015-16
3679,Tim Duncan,C,39,SAS,61,60,1536,7.2,14.7,.488,0.0,0.1,.000,7.2,14.6,.490,3.1,4.4,.702,3.8,11.1,14.9,5.4,1.6,2.6,3.0,4.2,17.4,,107,96,2015-16,TimDuncan2015-16
3680,Manu Ginóbili,SG,38,SAS,58,0,1134,8.9,19.6,.453,3.2,8.1,.391,5.7,11.6,.496,4.1,5.1,.813,1.2,5.4,6.6,8.0,3.0,0.5,4.5,4.5,25.1,,107,98,2015-16,ManuGinóbili2015-16
3681,Danny Green,SG,28,SAS,79,79,2062,5.2,13.9,.376,2.9,8.7,.332,2.4,5.3,.448,0.8,1.1,.739,1.2,6.3,7.5,3.5,2.0,1.6,1.9,3.5,14.2,,99,99,2015-16,DannyGreen2015-16
3682,Kawhi Leonard,SF,24,SAS,72,72,2380,11.9,23.4,.506,2.8,6.3,.443,9.1,17.2,.528,6.3,7.2,.874,2.0,8.6,10.6,4.0,2.8,1.5,2.3,2.9,32.8,,121,96,2015-16,KawhiLeonard2015-16
3683,Boban Marjanović,C,27,SAS,54,4,508,10.6,17.5,.603,0.0,0.0,,10.6,17.5,.603,8.8,11.5,.763,7.4,12.2,19.6,2.1,1.2,2.3,2.9,5.4,29.9,,130,96,2015-16,BobanMarjanović2015-16
3684,Kevin Martin,SG,32,SAS,16,1,261,5.9,16.7,.353,2.2,6.5,.333,3.7,10.2,.365,5.5,5.9,.933,0.8,4.9,5.7,2.4,1.8,0.4,2.5,2.9,19.4,,99,101,2015-16,KevinMartin2015-16
3685,Ray McCallum,PG,24,SAS,31,3,256,5.4,13.4,.403,1.0,3.2,.313,4.4,10.2,.431,1.8,2.0,.900,1.2,5.0,6.2,6.6,1.0,0.8,2.2,2.8,13.6,,102,103,2015-16,RayMcCallum2015-16
3686,Andre Miller,PG,39,SAS,13,4,181,6.5,13.6,.479,0.3,1.1,.250,6.2,12.4,.500,2.5,3.7,.692,1.7,5.9,7.6,8.2,2.0,0.0,3.4,4.0,15.8,,105,101,2015-16,AndreMiller2015-16
3687,Patty Mills,PG,27,SAS,81,3,1662,8.0,18.9,.425,3.8,9.9,.384,4.2,9.0,.469,1.4,1.8,.810,0.8,4.0,4.9,7.0,1.8,0.2,2.3,3.1,21.3,,109,102,2015-16,PattyMills2015-16
3688,Tony Parker,PG,33,SAS,72,72,1980,9.0,18.4,.493,0.7,1.7,.415,8.4,16.7,.501,3.4,4.4,.760,0.4,4.1,4.6,9.8,1.4,0.3,3.4,2.9,22.2,,109,103,2015-16,TonyParker2015-16
3689,Jonathon Simmons,SG,26,SAS,55,2,813,7.7,15.2,.504,1.1,3.0,.383,6.5,12.3,.533,4.3,5.8,.750,1.0,5.0,6.0,3.7,1.5,0.3,3.3,6.5,20.8,,106,102,2015-16,JonathonSimmons2015-16
3690,David West,PF,35,SAS,78,19,1404,8.9,16.3,.545,0.1,0.3,.429,8.8,16.1,.546,2.3,2.9,.788,2.6,8.6,11.3,5.2,1.6,2.0,2.5,5.2,20.2,,114,98,2015-16,DavidWest2015-16
3691,Anthony Bennett,PF,22,TOR,19,0,84,4.9,16.6,.296,1.8,8.6,.214,3.1,8.0,.385,5.5,6.2,.900,3.7,10.5,14.1,0.0,3.1,0.0,2.5,4.9,17.2,,94,102,2015-16,AnthonyBennett2015-16
3692,Bismack Biyombo,C,23,TOR,82,22,1808,4.5,8.2,.542,0.0,0.0,.000,4.5,8.2,.544,4.1,6.5,.628,5.2,13.5,18.7,0.8,0.5,3.8,2.0,6.4,13.0,,118,101,2015-16,BismackBiyombo2015-16
3693,Bruno Caboclo,SF,20,TOR,6,1,43,1.2,14.4,.083,1.2,8.4,.143,0.0,6.0,.000,0.0,0.0,,1.2,1.2,2.4,1.2,2.4,1.2,4.8,2.4,3.6,,29,107,2015-16,BrunoCaboclo2015-16
3694,DeMarre Carroll,SF,29,TOR,26,22,786,6.9,17.8,.389,3.0,7.8,.390,3.9,10.0,.388,2.0,3.3,.600,2.0,6.0,8.0,1.8,2.9,0.4,1.8,4.1,18.8,,100,104,2015-16,DeMarreCarroll2015-16
3695,DeMar DeRozan,SG,26,TOR,78,78,2804,11.3,25.4,.446,0.9,2.6,.338,10.4,22.8,.458,10.2,12.0,.850,1.2,5.3,6.4,5.8,1.5,0.4,3.2,3.1,33.7,,113,108,2015-16,DeMarDeRozan2015-16
3696,James Johnson,PF,28,TOR,57,32,926,6.4,13.4,.475,1.1,3.7,.303,5.2,9.7,.540,2.2,3.8,.574,1.6,5.5,7.0,3.7,1.6,1.8,3.0,4.7,16.0,,101,106,2015-16,JamesJohnson2015-16
3697,Cory Joseph,SG,24,TOR,80,4,2046,6.5,14.8,.439,0.8,2.8,.273,5.7,12.0,.478,3.4,4.4,.764,1.0,4.3,5.3,6.3,1.6,0.5,2.6,3.3,17.1,,106,108,2015-16,CoryJoseph2015-16
3698,Kyle Lowry,PG,29,TOR,77,77,2851,9.3,21.7,.427,3.8,9.9,.388,5.4,11.8,.461,7.2,8.9,.811,1.0,5.6,6.6,9.0,2.9,0.6,4.1,3.8,29.6,,115,104,2015-16,KyleLowry2015-16
3699,Lucas Nogueira,C,23,TOR,29,1,225,6.4,10.1,.636,0.2,0.7,.333,6.2,9.4,.659,1.8,3.4,.533,4.1,6.4,10.6,1.6,2.8,2.8,2.5,6.7,14.9,,117,101,2015-16,LucasNogueira2015-16
3700,Patrick Patterson,PF,26,TOR,79,0,2020,5.2,12.6,.414,2.7,7.5,.362,2.5,5.1,.490,0.7,0.9,.853,2.0,6.8,8.7,2.4,1.4,0.8,1.7,3.3,13.9,,108,107,2015-16,PatrickPatterson2015-16
3701,Norman Powell,SG,22,TOR,49,24,725,6.9,16.3,.424,2.6,6.3,.404,4.3,10.0,.436,3.1,3.8,.811,1.1,6.8,7.9,3.4,2.1,0.7,2.3,4.2,19.5,,107,105,2015-16,NormanPowell2015-16
3702,Terrence Ross,SF,24,TOR,73,7,1747,8.0,18.5,.431,3.9,10.0,.386,4.1,8.5,.484,1.4,1.8,.790,0.6,4.9,5.5,1.7,1.6,0.7,1.4,3.5,21.3,,110,107,2015-16,TerrenceRoss2015-16
3703,Luis Scola,PF,35,TOR,76,76,1636,8.5,18.9,.450,2.1,5.1,.404,6.4,13.8,.467,1.9,2.7,.726,2.7,8.7,11.4,2.1,1.5,0.9,2.1,5.6,21.0,,105,105,2015-16,LuisScola2015-16
3704,Jason Thompson,C,29,TOR,19,6,292,5.7,11.7,.485,0.9,2.7,.333,4.8,9.0,.529,3.2,3.9,.818,3.9,10.3,14.2,1.8,1.4,2.1,1.4,7.1,15.4,,121,103,2015-16,JasonThompson2015-16
3705,Jonas Valančiūnas,C,23,TOR,60,59,1557,10.1,17.8,.565,0.0,0.0,,10.1,17.8,.565,5.4,7.1,.761,6.1,12.0,18.2,1.4,0.8,2.7,2.8,5.2,25.5,,120,102,2015-16,JonasValančiūnas2015-16
